"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cerapoda"
"Access Time","Fri 2017-02-03 21:14:25 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cerapoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.154"
"Records Found","3991"
"Records Returned","3991"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"628155","occ","","","46953","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"628156","occ","","","46953","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"628163","occ","","","47791","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"628856","occ","31563","","67811","Rhabdodon robustus","species","66742","recombined as","Zalmoxes robustus","species","66741","Late Maastrichtian","","70.6","66","19377"
"629048","occ","","","67817","Rhabdodon robustus","species","66742","recombined as","Zalmoxes robustus","species","66741","Late Maastrichtian","","70.6","66","19377"
"629379","occ","","I","67829","Amblydactylus kortmeyeri","species","84917","","Amblydactylus kortmeyeri","species","84917","Middle Albian","Early Cenomanian","109","93.5","19384"
"629381","occ","","I","67831","Amblydactylus kortmeyeri","species","84917","","Amblydactylus kortmeyeri","species","84917","Middle Albian","Early Cenomanian","109","93.5","19384"
"629395","occ","","I","67832","Amblydactylus kortmeyeri","species","84917","","Amblydactylus kortmeyeri","species","84917","Middle Albian","Early Cenomanian","109","93.5","19384"
"629398","occ","","IF","67833","Amblydactylus cf. gethingi","species","84915","","Amblydactylus gethingi","species","84915","Middle Albian","Early Cenomanian","109","93.5","19384"
"629399","occ","","I","67833","Amblydactylus kortmeyeri","species","84917","","Amblydactylus kortmeyeri","species","84917","Middle Albian","Early Cenomanian","109","93.5","19384"
"629400","occ","","I","67834","Amblydactylus kortmeyeri","species","84917","","Amblydactylus kortmeyeri","species","84917","Middle Albian","Early Cenomanian","109","93.5","19384"
"629401","occ","","I","67835","Amblydactylus kortmeyeri","species","84917","","Amblydactylus kortmeyeri","species","84917","Middle Albian","Early Cenomanian","109","93.5","19384"
"629402","occ","","I","67836","Amblydactylus kortmeyeri","species","84917","","Amblydactylus kortmeyeri","species","84917","Middle Albian","Early Cenomanian","109","93.5","19384"
"629407","occ","","I","67838","Tetrapodosaurus cf. borealis","species","63959","","Tetrapodosaurus borealis","species","63959","Middle Albian","Early Cenomanian","109","93.5","19384"
"629408","occ","","I","67838","Amblydactylus sp.","genus","68216","","Amblydactylus","genus","68216","Middle Albian","Early Cenomanian","109","93.5","19384"
"629752","occ","","","67869","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629753","occ","","","67869","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629759","occ","","","67870","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629760","occ","","","67870","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629765","occ","","","67871","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629766","occ","","","67871","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629768","occ","","","67871","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Late Campanian","","83.5","70.6","19348"
"629774","occ","","","67872","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629775","occ","","","67872","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629781","occ","","","67873","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629782","occ","","","67873","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629784","occ","","","67873","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Late Campanian","","83.5","70.6","19348"
"629790","occ","","","67874","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629791","occ","","","67874","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629816","occ","","","67875","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629817","occ","","","67875","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629819","occ","","","67876","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629820","occ","","","67876","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629823","occ","","","67877","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629824","occ","","","67877","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629887","occ","","","67878","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629891","occ","","","67879","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","19348"
"629894","occ","","","67880","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","19348"
"629895","occ","","","67880","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Middle Campanian","","83.5","70.6","19348"
"629913","occ","","","67881","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629914","occ","","","67881","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629930","occ","","","67882","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629931","occ","","","67882","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629939","occ","","","67883","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629940","occ","","","67883","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629947","occ","","","67884","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","19348"
"629948","occ","","","67884","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Middle Campanian","","83.5","70.6","19348"
"629949","occ","","","67884","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Middle Campanian","","83.5","70.6","19348"
"629968","occ","","","67885","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629969","occ","","","67885","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"629973","occ","","","67892","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","19348"
"629974","occ","","","67892","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Middle Campanian","","83.5","70.6","19348"
"629978","occ","","","67893","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629979","occ","","","67893","Centrosaurus sp.","genus","38854","","Centrosaurus","genus","38854","Late Campanian","","83.5","70.6","19348"
"629988","occ","","","67894","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","19348"
"629989","occ","","","67894","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","19348"
"632114","occ","","","47787","aff. Edmontosaurus saskatchewanensis","species","64304","","Edmontosaurus saskatchewanensis","species","63443","Late Campanian","","83.5","70.6","19442"
"632115","occ","","","47787","Pachyrhinosaurus sp.","genus","38858","","Pachyrhinosaurus","genus","38858","Late Campanian","","83.5","70.6","19442"
"632172","occ","","","68001","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Late Campanian","","83.5","70.6","11752"
"632173","occ","","","68001","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","11752"
"632182","occ","","","68002","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","11752"
"632184","occ","","","68003","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","11752"
"632195","occ","","","68004","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","11752"
"632199","occ","","","68005","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","11752"
"632201","occ","","","68006","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","11752"
"632231","occ","","","68017","n. gen. Kangnasaurus n. sp. coetzeei","species","81249","","Kangnasaurus coetzeei","species","81249","Late Cretaceous","","100.5","66","45359"
"632254","occ","","","68019","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Tithonian","Early Berriasian","152.1","140.2","19463"
"632312","occ","18796","","67138","n. gen. Koutalisaurus n. sp. kohlerorum","species","91408","subjective synonym of","Pararhabdodon isonensis","species","68155","Late Maastrichtian","","70.6","66","19486"
"632323","occ","23383","","68042","cf. Ojoceratops fowleri","species","170630","","Ojoceratops fowleri","species","170630","Maastrichtian","","72.1","66","33791"
"632337","occ","","","68045","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Campanian","","83.5","70.6","19504"
"632365","occ","","","68048","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Maastrichtian","","72.1","66","30636"
"633765","occ","","","60511","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Late Barremian","","130","125.45","19054"
"634406","occ","21169","","68253","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","28720"
"634421","occ","","","68256","Centrosaurinae indet.","subfamily","53953","","Centrosaurinae","subfamily","53953","Late Campanian","","83.5","70.6","19634"
"635574","occ","","","68378","Protoceratopsidae indet.","family","38845","","Protoceratopsidae","family","38845","Campanian","","83.6","72.1","19678"
"635575","occ","","","68379","Bagaceratops sp.","genus","38846","","Bagaceratops","genus","38846","Campanian","","83.6","72.1","19678"
"635862","occ","","F","68400","n. gen. Shixingoolithus n. sp. erbeni","species","92267","","Shixingoolithus erbeni","species","92267","Maastrichtian","","72.1","66","19692"
"635863","occ","","","46974","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Oxfordian","","163.5","157.3","19693"
"636340","occ","30895","IF","68445","cf. Iguanodontipus sp.","genus","81020","","Iguanodontipus","genus","81020","Berriasian","","145","139.8","54567"
"636344","occ","","","68449","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Hauterivian","","132.9","129.4","28579"
"636345","occ","","","68450","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Hauterivian","","132.9","129.4","28579"
"636397","occ","","","68465","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Berriasian","","145","139.8","27940"
"636399","occ","19597","","61379","Rhabdodontidae indet.","family","66739","","Rhabdodontidae","family","66739","Maastrichtian","","72.1","66","19710"
"636401","occ","","","68467","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Early Cretaceous","","145","100.5","19710"
"636402","occ","32481","","68468","Rhabdodontidae indet.","family","66739","","Rhabdodontidae","family","66739","Late Barremian","Early Aptian","130","122.46","59608"
"636406","occ","","","68469","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Late Hauterivian","Early Barremian","136.4","125.45","19710"
"636408","occ","","","68458","Rhabdodontidae indet.","family","66739","","Rhabdodontidae","family","66739","Maastrichtian","","72.1","66","19710"
"636413","occ","","","68472","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Early Berriasian","","145","140.2","19710"
"636497","occ","27821","","68489","n. gen. Delapparentia n. sp. turolensis","species","251720","","Delapparentia turolensis","species","251720","Early Barremian","","130","125.45","43708"
"636528","occ","23109","","68492","Iguanodontoidea indet.","superfamily","52810","","Iguanodontoidea","superfamily","52810","Early Barremian","","130","125.45","32089"
"636596","occ","33063","I","68505","Hadrosauropodus sp.","genus","81012","","Hadrosauropodus","genus","81012","Late Maastrichtian","","70.6","66","61342"
"636622","occ","20960","","68471","Iguanodontoidea indet.","superfamily","52810","","Iguanodontoidea","superfamily","52810","Late Barremian","Early Aptian","130","122.46","28221"
"636625","occ","","","68471","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Late Barremian","Early Aptian","130","122.46","19741"
"636628","occ","","","68506","Camptosauridae ? indet.","family","54189","","Camptosauridae","family","54189","Late Berriasian","","145","140.2","19742"
"636644","occ","","","68517","Protoceratopsidae indet.","family","38845","","Protoceratopsidae","family","38845","Campanian","","83.6","72.1","19734"
"636748","occ","","","36365","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Early Barremian","","130","125.45","19749"
"636749","occ","","","36365","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Early Barremian","","130","125.45","19749"
"636752","occ","","","61323","Iguanodontoidea indet.","superfamily","52810","","Iguanodontoidea","superfamily","52810","Albian","","113","100.5","19750"
"637761","occ","","F","68624","Spheroolithus ? sp.","genus","67290","","Spheroolithus","genus","67290","Maastrichtian","","72.1","66","19788"
"637771","occ","","I","68628","Caririchnium magnificum","species","88803","","Caririchnium magnificum","species","88803","Early Cretaceous","","145","100.5","19798"
"637774","occ","","I","68628","Staurichnium diogenis","species","68777","","Staurichnium diogenis","species","68777","Early Cretaceous","","145","100.5","19798"
"637784","occ","30538","","58793","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Early Cretaceous","","145","100.5","14677"
"637788","occ","30536","","58790","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Berriasian","Hauterivian","145","129.4","14677"
"638244","occ","18929","","59378","cf. Colepiocephale lambei","species","67691","","Colepiocephale lambei","species","56574","Middle Campanian","","83.5","70.6","14453"
"638245","occ","19338","","68656","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Late Santonian","","85.8","83.5","14453"
"639035","occ","","","68778","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Late Hettangian","","201.3","196.5","19848"
"639039","occ","","IF","68780","Anomoepus sp.","genus","67049","","Anomoepus","genus","67049","Carnian","","237","228","19851"
"639372","occ","","","22648","Camptosaurus nanus","species","54252","subjective synonym of","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","157.3","145","13449"
"639431","occ","30834","","68833","Ornithopoda ? indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Carnian","","237","228","54299"
"639647","occ","28352","","68875","Rhabdodon n. sp. septimanicus","species","67672","","Rhabdodon septimanicus","species","67672","Early Maastrichtian","","70.6","66","14445"
"639668","occ","","","68886","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Late Sinemurian","","196.5","189.6","46139"
"639684","occ","18972","IF","68890","Anomoepus sp.","genus","67049","","Anomoepus","genus","67049","Lacian","Alaunian","221.5","212","19883"
"639699","occ","","","68891","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Kimmeridgian","Tithonian","157.3","145","19889"
"640108","occ","23060","","68967","Ornithopoda indet.","unranked clade","325919","","Ornithopoda","unranked clade","38713","Late Aptian","Early Albian","122.46","109","32497"
"641349","occ","19038","","69151","n. gen. Albertaceratops n. sp. nesmoi","species","94776","","Albertaceratops nesmoi","species","94776","Middle Campanian","","83.5","70.6","19935"
"641358","occ","18990","","69152","Albertaceratops nesmoi","species","94776","","Albertaceratops nesmoi","species","94776","Middle Campanian","","83.5","70.6","19935"
"641961","occ","21156","","69211","Torosaurus cf. utahensis","species","65132","recombined as","Triceratops utahensis","species","63400","Maastrichtian","","72.1","66","28672"
"641973","occ","","","69213","n. gen. Trachodon n. sp. mirabilis","species","63983","nomen dubium","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","13002"
"641979","occ","","","69214","n. gen. Thespesius n. sp. occidentalis","species","53381","nomen dubium","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","19954"
"642202","occ","","I","69258","Hypsiloichnus marylandicus","species","94885","","Hypsiloichnus marylandicus","species","94885","Aptian","","125","113","19959"
"642203","occ","","I","69259","n. gen. Hypsiloichnus n. sp. marylandicus","species","94885","","Hypsiloichnus marylandicus","species","94885","Aptian","","125","113","19959"
"642204","occ","","I","69260","Hypsiloichnus marylandicus","species","94885","","Hypsiloichnus marylandicus","species","94885","Aptian","","125","113","19959"
"642473","occ","","","69281","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","19968"
"644815","occ","","","69621","Edmontosaurus sp.","genus","38761","","Edmontosaurus","genus","38761","Late Campanian","","83.5","70.6","23357"
"645106","occ","","","69693","n. gen. Zephyrosaurus n. sp. schaffi","species","52889","","Zephyrosaurus schaffi","species","52889","Albian","","113","100.5","23373"
"645107","occ","","","69694","n. gen. Stenopelix n. sp. valdensis","species","65431","","Stenopelix valdensis","species","65431","Berriasian","","145","139.8","35190"
"645247","occ","22646","","69708","Euornithopoda indet.","unranked clade","52801","","Euornithopoda","unranked clade","52801","Late Oxfordian","Late Kimmeridgian","161.2","150.8","31500"
"645889","occ","28309","","69755","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Barremian","","129.4","125","36619"
"645890","occ","","","69756","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Barremian","","129.4","125","23403"
"645891","occ","","","69758","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Barremian","","129.4","125","23403"
"645896","occ","","","69759","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Barremian","","129.4","125","23403"
"646263","occ","","","69799","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Late Campanian","","83.5","70.6","23422"
"646265","occ","28659","","69800","Saurolophinae indet.","subfamily","53385","","Saurolophinae","subfamily","53385","Late Campanian","","83.5","70.6","46756"
"646550","occ","","","69889","aff. Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Maastrichtian","","72.1","66","23448"
"646878","occ","","","69910","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","23459"
"646879","occ","","","69911","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","23459"
"646880","occ","","","69911","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Campanian","","83.5","70.6","23459"
"646886","occ","31128","","69914","Psittacosauridae indet.","family","38843","","Psittacosauridae","family","38843","Late Jurassic","Early Cretaceous","163.5","100.5","53800"
"647288","occ","27822","","51889","Pachyrhinosaurus n. sp. perotorum","species","251721","","Pachyrhinosaurus perotorum","species","251721","Late Maastrichtian","","70.6","66","43709"
"647290","occ","","","51889","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Maastrichtian","","70.6","66","23477"
"647292","occ","31808","","51890","n. gen. Ugrunaaluk n. sp. kuukpikensis","species","330233","","Ugrunaaluk kuukpikensis","species","330233","Early Maastrichtian","","70.6","66","56663"
"647302","occ","19064","","69931","n. gen. Prenoceratops n. sp. pieganensis","species","96089","","Prenoceratops pieganensis","species","96089","Campanian","","83.6","72.1","23482"
"647309","occ","","","58507","Othnielia sp.","genus","38737","nomen dubium","Ornithopoda","unranked clade","38713","Kimmeridgian","Tithonian","157.3","145","23484"
"647848","occ","19500","","70025","n. gen. Theiophytalia n. sp. kerri","species","104631","","Theiophytalia kerri","species","104631","Aptian","Albian","125","100.5","24822"
"647943","occ","","","70051","Procheneosaurus erectofrons","species","76809","subjective synonym of","Corythosaurus casuarius","species","56403","Campanian","","83.6","72.1","12319"
"647944","occ","31044","","70052","Lambeosaurus clavinitialis","species","63452","","Lambeosaurus clavinitialis","species","63452","Campanian","","83.6","72.1","54993"
"647945","occ","","","70054","Lambeosaurus lambei","species","56724","","Lambeosaurus lambei","species","56724","Campanian","","83.6","72.1","12319"
"647962","occ","","","70055","Lambeosaurus lambei","species","56724","","Lambeosaurus lambei","species","56724","Campanian","","83.6","72.1","12319"
"649440","occ","","","70140","Psittacosaurus sp.","genus","38844","","Psittacosaurus","genus","38844","Early Cretaceous","","145","100.5","23562"
"650690","occ","","","14540","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"650691","occ","","","14540","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"650696","occ","","","70340","Thescelosauridae indet.","family","64386","","Thescelosauridae","family","64386","Lancian","","70.6","66","2236"
"650699","occ","","","70341","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"650700","occ","","","70341","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"650718","occ","","","70343","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"650719","occ","","","70343","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"652856","occ","","IF","52994","Ornithoidichnites fulicoides","species","96921","subjective synonym of","Anomoepus intermedius","species","67389","Hettangian","Sinemurian","201.3","190.8","23652"
"652874","occ","","IF","52996","Ornithoidichnites fulicoides","species","96921","subjective synonym of","Anomoepus intermedius","species","67389","Hettangian","Sinemurian","201.3","190.8","23652"
"658308","occ","","","70958","n. gen. Micropachycephalosaurus n. sp. hongtuyanensis","species","54840","","Micropachycephalosaurus hongtuyanensis","species","54840","Campanian","","83.6","72.1","9257"
"659315","occ","","","65338","Udanoceratops aff. tschizhovi","species","66585","","Udanoceratops tschizhovi","species","66585","Campanian","","83.6","72.1","23829"
"659316","occ","","","53229","Protoceratops andrewsi","species","52824","","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","23829"
"659317","occ","","","53229","Bagaceratops sp.","genus","38846","","Bagaceratops","genus","38846","Late Campanian","","83.5","70.6","23829"
"659793","occ","","","71141","n. gen. Hypsibema n. sp. crassicauda","species","64361","nomen dubium","Hadrosauridae","family","38755","Campanian","","83.6","72.1","23842"
"660364","occ","19304","","57918","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Early Campanian","","83.5","70.6","23842"
"663021","occ","","","48932","Hadrosauridae ? indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","24141"
"663726","occ","","","71484","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","24165"
"663737","occ","","","48834","cf. Brachyceratops sp.","genus","63894","","Brachyceratops","genus","63894","Late Santonian","","85.8","83.5","24167"
"663745","occ","31664","","48835","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Late Santonian","","85.8","83.5","56076"
"663746","occ","","","48835","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Late Santonian","","85.8","83.5","24167"
"663755","occ","","","71485","cf. Kritosaurus sp.","genus","53195","","Kritosaurus","genus","53195","Late Santonian","","85.8","83.5","24167"
"667041","occ","","","71840","cf. Microceratops gobiensis","species","52825","nomen dubium","Microceratus","genus","119495","Late Cretaceous","","100.5","66","24279"
"667042","occ","","","71840","Bactrosaurus johnsoni","species","57344","","Bactrosaurus johnsoni","species","57344","Late Cretaceous","","100.5","66","24279"
"667045","occ","","","71842","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Cretaceous","","100.5","66","24279"
"667083","occ","19571","","71844","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Cretaceous","","100.5","66","24967"
"667084","occ","","","71845","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Cretaceous","","100.5","66","24281"
"667096","occ","","","71854","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","24288"
"667110","occ","","F","71865","Oolithes spheroides","species","100397","recombined as","Spheroolithus spheroides","species","100397","Maastrichtian","","72.1","66","24288"
"667115","occ","","F","71869","Oolithes spheroides","species","100397","recombined as","Spheroolithus spheroides","species","100397","Late Cretaceous","","100.5","66","24288"
"667353","occ","20517","F","71900","Oolithes chinkangkouensis","species","68512","recombined as","Ovaloolithus chinkangkouensis","species","68512","Campanian","","83.6","72.1","24337"
"667369","occ","20520","F","71903","Oolithes chiangchiungtingensis","species","68508","subjective synonym of","Spheroolithus spheroides","species","100397","Campanian","","83.6","72.1","24337"
"668657","occ","","","72107","n. gen. Yinlong n. sp. downsi","species","90118","","Yinlong downsi","species","90118","Oxfordian","","163.5","157.3","19282"
"668728","occ","","","72143","Stegoceras sp.","genus","38787","","Stegoceras","genus","38787","Maastrichtian","","72.1","66","24421"
"668729","occ","","","72144","n. gen. Gravitholus n. sp. albertae","species","56566","","Gravitholus albertae","species","56566","Middle Campanian","","83.5","70.6","24421"
"668730","occ","","","72145","Pachycephalosaurus sp.","genus","38786","","Pachycephalosaurus","genus","38786","Lancian","","70.6","66","24421"
"670213","occ","","","72263","Diclonius sp.","genus","53044","nomen dubium","Hadrosauridae","family","38755","Campanian","","83.6","72.1","24470"
"670223","occ","","","72266","Iguanodon n. sp. seelyi","species","66858","subjective synonym of","Iguanodon bernissartensis","species","58905","Late Hauterivian","Early Aptian","136.4","122.46","24480"
"670351","occ","22294","","72289","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Barremian","136.4","125.45","30971"
"670352","occ","22295","","72290","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Barremian","136.4","125.45","30971"
"670353","occ","22292","","72291","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","30971"
"670962","occ","","F","72321","Spheroolithidae indet.","family","67194","","Spheroolithidae","family","67194","Aptian","Cenomanian","125","93.9","14221"
"670966","occ","","","59255","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Early Cretaceous","","145","100.5","38347"
"670970","occ","","","72386","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Albian","Cenomanian","113","93.9","24542"
"678493","occ","","","37019","Homalocephale calathocercos","species","52836","","Homalocephale calathocercos","species","52836","Campanian","Maastrichtian","83.6","66","9908"
"679802","occ","","","73351","Iguanodon mantelli","species","64506","","Iguanodon mantelli","species","64506","Barremian","","129.4","125","18719"
"679942","occ","","","73373","n. gen. Oryctodromeus n. sp. cubicularis","species","103710","","Oryctodromeus cubicularis","species","103710","Cenomanian","","100.5","93.9","24636"
